#{"t_start": 1781431384.0562732, "env_id": "None"}
r,l,t
-10408.810217,3600,18444.950798
-10712.755017,3600,18473.615804
-9539.258166,3600,18501.893247
-12190.25748,3600,18530.688194
-9517.160058,3600,18559.485111
-9114.931198,3600,18588.123858
-10032.571128,3600,18616.693781
-9635.757671,3600,18645.21533
-11329.005188,3600,18673.658447
-10566.999221,3600,18702.316309
-11101.278854,3600,18730.63475
-10985.632815,3600,18758.853202
-10601.05192,3600,18787.498742
-10997.020929,3600,18815.789023
-10284.557001,3600,18844.450308
-11221.931782,3600,18872.917925
-9739.953947,3600,18901.49595
-10989.688599,3600,18930.15972
-10672.849224,3600,18958.980261
-11266.663422,3600,18987.41953
-9468.460959,3600,19016.088529
-10416.887978,3600,19044.824596
-10515.4499,3600,19073.881032
-11972.69517,3600,19102.479861
-12333.206259,3600,19131.378372
-10224.156167,3600,19159.451888
-10413.236732,3600,19187.96422
-9422.450481,3600,19216.347913
-10570.62673,3600,19245.482993
-10375.028012,3600,19274.142933
-10853.55715,3600,19303.187971
